,Protein.IDs,REF1,REF2,REF3,Temp36_1,Temp36_2,Temp33_1,Osmo0.4_1,Osmo0.4_2,Osmo0.4_3,Osmo0.2_1,Osmo0.2_2,Osmo0.2_3,Osmo0.6_1,Osmo0.6_2,Osmo0.6_3,EtOH20_1,EtOH60_1,EtOH20_2,EtOH20_3,EtOH60_2,EtOH40_1,EtOH40_2,EtOH40_3,EtOH60_3,Temp33_2,Temp33_3,Temp38_1,Temp38_2,Temp38_3,Temp36_3,Osmo0.8_1,Osmo0.8_2,Osmo0.8_3,Osmo1.0_2,Osmo1.0_1,Osmo1.2_2,Osmo1.2_1,Osmo1.2_3,Osmo1.3_1,Osmo1.3_2,Osmo1.3_3,Osmo1.4_1
965,P38764,4242.684501,4934.092916,4935.793278,4567.472753,4506.433944,4424.734587,4735.413831,4310.561002,4936.778234,4698.945428,4466.933021,5625.310621,5002.390195,5420.592925,5611.044075,4134.772113,4722.266066,3790.111791,3960.098178,4744.081911,4356.380595,4208.890538,4596.09226,4949.168439,4458.151515,4657.288539,3999.265583,3704.213253,4297.219616,5056.205321,4010.770988,4042.97763,4248.967454,4355.334257,4628.525918,4712.87903,4477.622096,4462.573755,4656.954807,4324.247824,3885.384988,3517.75848
967,P38768,364.6463531,399.2112711,NA,544.5780808,498.9201334,464.0424289,366.8960649,374.7322354,428.2895878,409.1043146,479.0758146,NA,282.2082935,275.8150855,NA,407.1308232,361.3121762,420.3172274,618.1581,389.0238142,387.8097762,465.1865119,NA,NA,394.7855516,323.4137941,478.7385134,518.6741566,594.2255853,538.4029144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
968,P38771,1031.364539,1138.707017,1138.968698,1099.062488,1109.208816,1083.090535,826.2780461,984.3539801,1255.189994,963.9017776,1131.471491,1087.666054,827.1399015,891.7142822,975.8904483,817.4200783,966.8476685,909.6489474,977.3016215,1084.235744,1064.785654,1463.955779,1227.218032,1077.556754,938.9007416,1053.749357,892.2493883,1441.810121,1205.917952,1349.672479,1389.30196,1323.561842,1200.644119,1382.417259,1137.459194,1168.545877,1158.687734,NA,951.6825854,984.5537902,NA,326.5047505
970,P38779,313.0496933,343.0845707,323.4160759,312.2258145,333.3866682,282.4286023,336.2211635,348.9614411,366.8284193,337.1203759,339.4181503,358.0370405,344.3439729,352.3142019,367.3629598,254.8101894,336.2491912,263.3443428,298.1040055,316.5381227,283.5204399,259.0485709,298.9878658,324.0656623,424.5674271,383.0622315,333.5244996,349.4148734,353.0233938,368.436728,458.1288056,547.1513643,410.8612884,482.8291932,413.1607202,425.6835187,477.8606604,336.9351058,439.1230807,475.1791515,414.1711111,357.143271
971,P38782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972,P38783,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
973,P38786,74.32611031,72.70547379,82.34184822,62.31261365,79.97201914,65.93219886,70.05608372,68.05434739,79.54044794,67.74608096,73.76544334,78.3637053,66.59272966,67.34680931,78.78867116,60.66957987,NA,66.61453903,85.28336833,69.63397243,89.43054585,88.1821007,105.8012741,83.3063702,77.64576022,73.6479229,62.14127871,52.05262398,66.25434315,76.04906658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,P38787,373.3211219,416.7729696,374.0510856,304.3515655,388.4597976,372.4181565,391.0829,402.7086101,517.4051448,380.4761434,406.704044,430.353819,358.3594557,411.8515247,522.5877625,681.5429978,614.749262,659.8578626,820.5979684,580.2794532,555.0743138,530.403308,738.1217608,658.2821689,536.3517563,436.8156775,620.6114993,554.1485403,622.140551,388.3164281,705.6244319,717.4380974,581.3701881,913.8212578,688.8880506,741.2408076,864.9853435,834.272946,846.3609221,894.2053222,1008.676715,726.4098119
975,P38788,13257.66572,15342.93615,15191.31061,17762.28747,17172.14984,16800.03805,15748.08831,17144.08267,17779.99839,17039.23592,15166.76056,19435.5787,17653.26244,16815.88117,19600.50606,13537.47372,13708.14913,13381.02986,15813.72862,14773.45517,13268.51729,14423.32799,15723.09354,16677.47885,16138.61923,18513.60147,22071.22129,18156.93262,21112.43238,18001.13104,9401.048133,8519.064802,8611.396245,9715.312537,9215.506916,8695.762086,8863.168805,9082.133521,10190.73268,9955.939777,9438.875688,10300.47198
976,P38791,939.4346754,937.4593987,913.7633698,915.3761063,1008.555712,983.1935484,1239.626693,1103.547129,1161.07396,1150.717086,974.9333195,1258.285232,1288.982899,1258.659147,1453.367656,755.9742642,1644.360197,723.99256,826.9959922,1510.286257,960.8887946,1073.163584,1206.780324,2010.250501,1100.441103,1092.493631,1713.429533,1214.914755,1946.357267,1223.86645,683.8148398,713.8638109,661.5680428,775.5013066,753.0032245,717.7230137,772.286471,675.2596586,762.8503045,743.0723404,867.5316554,890.1978004
977,P38793,139.4528112,153.8512564,161.9945667,131.678042,163.2104633,132.5794525,172.8700365,163.2948648,160.675702,155.1362257,154.13369,199.0026827,162.3077203,185.5214869,155.1892649,133.2850506,164.8740615,146.6960705,150.8177136,185.1006692,152.5393264,108.1241984,176.0164417,189.298018,153.8186718,180.0952813,118.4297172,105.2947069,128.3389717,177.1045261,310.6365677,295.4092503,345.0531127,NA,311.9991725,353.7078823,289.7806803,363.738212,281.5531314,288.0924501,303.5752423,347.3614999
979,P38797,101.8048919,122.8592789,139.4904753,116.712204,127.7571691,105.3604715,109.2375058,136.8582891,256.4418588,106.8021084,124.656731,98.32530255,81.21280811,101.5270906,102.5249228,148.6151352,143.7276377,127.2140544,164.5252767,169.3427449,157.8678483,184.8086552,194.4071819,170.2389706,99.24325016,131.2036527,90.85046676,131.7192394,106.9658682,111.7317325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,P38803,112.3337942,NA,NA,105.2736769,111.2217001,NA,149.2890641,95.07065978,NA,105.050697,NA,NA,135.8451695,NA,NA,NA,NA,111.8949178,NA,NA,90.56546306,NA,165.1613338,NA,123.3076431,NA,165.2552899,NA,NA,128.7655992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,P38804,4654.8128,6547.810228,4587.35685,3470.523106,6649.805517,5716.405969,10750.06687,10432.77293,4824.674845,7534.132127,NA,8646.359591,10251.92408,8290.997346,9264.09828,1822.76294,1269.321616,1913.28695,1014.639335,1769.373684,291.8474175,508.2128361,NA,1989.387693,4900.337666,4341.136286,1654.104647,1665.946468,1722.858197,4987.627702,12529.6943,10304.59341,14349.87629,6578.516926,9247.897872,8157.841865,6526.862506,8595.326206,8205.604839,6620.675324,6081.200519,9897.03525
983,P38810,381.3892376,351.5527481,323.8827961,345.15029,360.3920539,328.3880426,324.4025424,311.7546269,388.9667952,337.4636859,358.112618,420.4453663,332.0237032,371.5495811,388.5569834,352.0970246,321.4678102,323.3034199,403.9474287,349.1465161,285.246653,391.1634027,354.1485632,396.3731577,330.8242915,363.4058389,425.3801403,419.7986168,484.2122795,365.1318975,526.0231307,736.7513293,560.2704143,702.8787024,552.1544768,520.9210635,624.8555764,623.5642077,580.4651944,533.7603026,824.5990642,NA
986,P38815,NA,NA,NA,NA,NA,NA,NA,NA,73.10354075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987,P38816,387.6822334,419.8946451,300.2882014,434.1898005,389.0704995,467.7650681,390.127221,466.1185062,NA,NA,360.5962736,NA,409.7637376,355.6105835,NA,439.8802876,167.3030031,351.306138,496.7167964,228.8087698,205.7099004,232.3276985,222.6999073,NA,421.1780246,515.3380128,97.36037246,132.5730719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
989,P38818,106.9220957,133.246673,130.9855667,125.8869031,129.1757185,95.74351418,98.29432898,89.09515117,NA,90.11654989,144.6182164,88.28645768,81.46359239,117.6936956,NA,100.6443933,107.6362044,NA,NA,126.6152189,127.6262947,158.8093335,131.7336973,50.06514038,91.2523472,NA,102.0929171,122.0302109,NA,128.7525597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
990,P38819,216.9991928,245.6258437,NA,NA,161.1493552,NA,220.7876524,NA,274.1349035,173.1299611,NA,258.3356776,181.4057245,NA,202.8625828,NA,269.8221452,NA,282.7325627,235.4793244,181.4075766,214.5492822,NA,265.3731989,185.7348864,NA,119.8376469,98.27614992,129.5067632,176.3080761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,P38821,3093.038047,3750.101676,3708.23739,4079.1102,3918.472032,3613.136549,3207.549715,3064.990532,3845.92222,2981.106706,3398.58391,3932.870092,3189.627476,2948.994143,3196.772284,3714.582674,2369.978456,3532.642193,3902.498516,2560.668188,2641.278728,2847.652266,3073.792531,2860.86643,3421.899092,3961.171393,2292.0882,2623.877341,2698.056557,4954.647644,3408.382783,3230.987978,3294.856947,2903.795474,3053.270321,2842.115001,2726.094083,2862.632673,2554.99386,2209.241658,2550.524688,2062.377158
992,P38822,166.3487398,219.1280945,175.1564219,209.9153309,224.6593649,177.9140172,174.8908662,160.1319171,186.142699,166.3580865,174.0683019,211.4444227,186.0023728,205.0358327,185.2304821,164.8972879,278.0515671,163.603428,213.072596,250.3482895,197.403265,222.9955139,209.9103701,385.8036446,165.3023655,194.5922383,222.6545336,248.0274017,233.598709,258.8476558,349.3662539,379.5265386,364.6336919,486.9469721,387.0525449,161.5797549,352.8862464,378.0379223,173.4326863,NA,NA,271.5788107
994,P38828,1247.069772,1105.870828,1285.097554,1171.500903,1281.273166,1335.294994,1242.692041,1203.813895,1511.105035,1321.229931,1296.603392,1468.886056,1211.135807,1259.393571,1520.915531,1342.836489,1349.891473,1386.54968,1512.970773,1260.689243,1371.036171,1616.658643,1678.651739,1557.496018,1324.856061,1347.835627,1317.405663,1402.541757,1577.859476,1387.274168,1628.905581,2005.928077,1994.405978,2371.583464,1546.791935,1573.272233,1772.554389,1844.41231,2506.892851,2415.497082,1979.95469,1206.281544
995,P38829,NA,NA,NA,NA,NA,NA,372.1763956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727.7130908,NA,NA,NA,NA,NA,564.2825531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
996,P38833,833.2311392,876.5036187,927.6830252,853.1090256,830.0396609,888.798108,834.1291558,751.202006,889.5277673,899.9449945,934.4030471,909.9972902,715.5816757,769.5552368,860.2888237,1084.249378,811.0282735,1065.002726,1507.441358,777.8419048,751.566743,827.9466443,941.3029045,867.2432955,789.7476483,823.7921185,757.7159255,825.6753588,810.6035561,1032.526942,699.0479185,NA,649.2386074,764.612916,607.9105181,693.3405696,NA,511.8964729,762.3159052,764.0191093,NA,320.2589643
997,P38840,1450.330374,1366.468068,1114.362939,2106.638272,1452.214395,1603.331243,860.584145,946.3228353,1670.688594,1007.414892,1901.678285,1198.09525,1015.165411,1078.902406,1199.523637,1472.242374,146.719714,546.9289185,371.8490025,277.4958115,913.3355469,1160.373023,1258.488931,169.7609041,1122.788125,1575.957142,362.4715621,412.631802,385.1954206,2263.001436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
998,P38841,108.9404403,NA,NA,NA,154.1635581,85.76613137,224.8803384,111.858446,NA,252.9293491,153.1381805,140.9583686,NA,134.5390214,NA,203.6514843,NA,NA,49.46540836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000,P38850,5.372252481,NA,5.092676252,NA,NA,3.956580016,NA,4.105968165,NA,NA,NA,NA,NA,NA,NA,4.493469857,6.604780268,6.272487318,NA,NA,4.707839065,NA,8.091805155,NA,NA,NA,9.511978695,NA,11.65437931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1002,P38856,460.3808083,608.4383588,656.1408684,997.5516644,725.662501,596.174803,427.6230457,679.9687886,NA,NA,507.866114,500.2933295,527.0783136,615.8041402,425.9177735,688.4528959,456.5775772,474.9009968,506.5108544,NA,531.6677656,423.976965,672.2622004,538.7299953,853.3017012,769.8622195,600.9312587,442.8391015,625.663502,1037.334103,643.0943304,685.9122128,738.3597383,577.792066,678.6959005,686.1041886,578.6786305,563.7554085,522.7346481,615.3713945,705.2324203,393.6535303
1003,P38858,2647.360709,2611.126334,3076.340819,2252.75015,2508.499731,2946.104018,2678.443713,2942.517583,3108.92097,2961.000589,2877.453746,3341.849981,2129.251056,2296.721691,2654.877489,1975.244546,1518.494822,1000.935595,885.4730327,1234.04508,1309.656926,791.4050163,1583.471881,1628.879347,2901.003296,3116.896171,1397.971945,1372.304042,1567.198098,2800.216662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1004,P38861,791.7251833,764.0245484,887.8815511,894.7533864,913.4677264,726.5977497,945.3226615,1087.116703,1045.015498,930.7723482,778.8609564,964.2615814,972.2116316,1129.605794,1113.814573,540.7169332,601.9681903,617.2828812,496.2317418,592.6201065,539.7269718,606.6756639,656.3118428,675.4857581,1116.450945,1194.823783,1182.60138,1252.092302,1402.935668,1012.880508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005,P38862,NA,NA,151.9123008,NA,NA,150.0780482,101.0633994,132.5396393,NA,105.926442,NA,NA,NA,241.4915673,NA,109.9882734,126.6681825,NA,100.8514212,NA,130.9204069,125.9565144,NA,NA,180.0212028,125.4936775,NA,90.62896248,151.6097746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,P38866,NA,NA,NA,26.4214401,NA,NA,NA,NA,NA,NA,27.33680959,NA,NA,NA,NA,NA,21.21835136,7.578071113,NA,15.79200195,9.64515906,12.97413444,NA,NA,NA,NA,NA,6.097223583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1007,P38874,66.00522631,NA,83.09165975,NA,64.46101286,NA,55.5782148,NA,86.23228044,78.02696615,90.48424866,89.67199064,66.02840231,NA,85.47773941,47.60128839,NA,NA,84.01228126,41.6567292,54.87274286,84.639034,71.00873776,81.25870269,73.73743349,132.8310304,69.60262414,NA,103.4614196,106.2813405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1008,P38875,158.9911184,209.5413377,191.8455938,148.7952461,154.5921546,138.4164786,147.4117852,148.7806796,180.8515863,151.3352449,160.4417892,153.044276,130.3695217,146.2908061,128.4150175,173.5552101,185.486866,169.4986571,191.9979374,139.3228439,145.1114922,150.2749384,201.2944884,172.9064267,139.5696012,NA,NA,150.7156336,180.8700349,169.4797552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009,P38878,388.4238219,431.2426462,434.6176443,659.7242006,454.2343783,NA,409.13343,530.4873508,391.4254379,385.8275085,NA,570.7262888,333.2329539,385.3537996,402.5599705,390.7076013,471.2859041,NA,462.932038,495.1090747,406.9546689,434.6821356,449.2765398,NA,388.1450467,497.7168305,455.6474394,523.7454081,573.6133072,497.7661645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,P38879,11044.08972,12204.69887,11554.75782,13171.85012,12411.59919,11054.81687,11348.42286,11720.25847,11453.27976,10501.24149,13019.12389,11751.06073,10351.0377,10323.72401,11842.20592,10064.78021,9057.719651,9465.885454,9343.667514,9030.93133,8487.275508,10640.47263,9998.067483,9505.413486,12363.79627,10350.18196,8276.861101,8139.639882,8714.729293,11604.02271,9668.910749,9385.465969,9295.482304,10087.44134,9786.768151,8499.781024,8783.833535,8312.103879,9851.500417,10048.97354,8795.109316,8034.622184
1011,P38881,NA,NA,NA,NA,486.9765655,769.81846,356.3090727,356.1736326,NA,241.464704,NA,NA,NA,NA,NA,384.9131829,380.6328082,NA,NA,173.994482,NA,215.3165471,NA,NA,549.0149318,548.3241853,323.690745,359.8670318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,P38883,232.3655465,NA,209.3387299,NA,NA,NA,169.2536214,NA,NA,187.5752213,NA,NA,277.2003482,409.9591797,NA,NA,NA,NA,NA,286.4496131,NA,529.8717995,NA,NA,392.6600507,287.0996405,313.5292262,348.7412939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,P38885,106.9809574,141.067345,171.4067546,191.0508867,162.3412606,114.5699771,NA,185.3027336,NA,144.0659296,NA,154.5742818,190.0083562,NA,NA,118.9133521,335.751325,NA,NA,285.9071123,210.3248409,158.8156838,NA,NA,171.8783134,151.4078754,234.1838043,272.1070325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,P38886,11337.62797,13002.89932,11870.14308,10896.06999,11714.16794,12835.81871,11182.49341,12344.38302,13383.51675,11033.61406,12599.90389,12426.09667,10589.76305,11506.35031,11975.47194,12828.45982,14669.0503,11368.04075,13577.27833,12716.18911,12985.39289,12913.00369,13728.04812,15471.10551,11811.86949,12048.46559,9903.589148,10037.75764,10783.69606,14720.38927,11170.54998,12208.57895,11151.40607,11700.59016,10956.50282,12519.21963,11151.25792,12178.28999,12115.01245,13112.57908,13195.44484,9327.369515
1017,P38889,NA,NA,91.8093181,NA,NA,NA,56.91100222,57.76778131,NA,83.22763639,NA,NA,NA,NA,NA,56.15503183,NA,77.67416067,NA,NA,61.29799483,NA,NA,NA,66.25855943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,P38890,NA,NA,41.22684263,49.78901953,NA,NA,24.02611432,48.15224552,NA,NA,39.93266079,NA,53.16557299,NA,NA,36.73944061,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.89696395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,P38891,9181.447285,9008.473107,9957.206586,9385.261942,9057.538864,9929.461434,9629.827062,9467.187817,10821.89242,9257.547609,10056.22336,9637.888608,9977.119672,9724.304606,10686.66706,8417.703723,9316.90564,7880.516649,8652.258769,8830.419033,10009.14681,10178.64338,10271.55118,10461.08703,11466.96079,11680.85321,12379.38562,12137.43996,12519.17793,10301.95293,10168.30426,11662.80091,10885.47548,12737.18605,11131.3844,11393.13635,10991.40681,11129.24773,11750.25419,11765.3553,13568.84411,24741.33575
1020,P38902,2484.9332,2585.895972,3053.80295,3055.919237,2928.915477,2936.717745,2914.535003,2635.348776,3450.231397,2633.999506,2976.361027,3219.256423,2363.540598,2789.934944,3085.549802,2855.753559,2267.859835,2662.397811,2830.094454,2579.628967,2502.662576,2367.892008,3112.5246,2800.820272,2856.017785,2496.186335,2153.470086,2469.822389,2495.580905,3300.914334,1966.813193,1785.166026,1816.462871,1878.135557,1741.607307,1670.862763,1567.90241,1552.535402,1760.61929,1565.690844,1520.402657,1383.184715
1022,P38910,54649.52526,56871.7503,61435.60299,117403.946,99993.06487,77068.26031,53117.69325,61783.03208,65024.5082,59288.08577,64605.09236,64164.21948,66806.02096,61587.81622,71833.23774,45622.48597,67221.46492,46517.72227,52015.19961,69662.05453,73278.68146,99400.57573,73123.33757,72530.76315,75617.00755,71167.96869,154213.9489,206354.5796,167089.5924,107883.6478,45508.24055,41287.54519,42993.56477,49535.35198,49107.94542,47734.3686,45046.30566,43019.56239,46955.59858,46310.85339,37407.0858,25085.06685
1023,P38912,671.9364157,743.6141916,679.1699319,589.2254358,732.8020524,643.9123402,669.0655498,686.7221739,759.2590616,746.3355031,655.0714993,882.2820223,791.6802529,702.8486143,836.6989945,503.3833971,579.6828504,513.2230445,647.4302075,443.6405201,521.0601403,572.2311361,604.7891146,736.8659912,752.3543378,707.4412844,547.5425925,536.0294719,611.3239569,763.0246377,537.0367759,530.0315101,575.9226434,532.229153,591.7808669,521.4676181,478.4021491,435.2663203,580.5579191,508.3265027,516.6970791,653.1083583
1024,P38913,NA,339.7656869,321.1640178,320.7133476,310.2041797,252.1275576,301.3493985,228.3799673,NA,274.2737909,NA,NA,264.24973,NA,NA,NA,243.2008999,228.9146898,NA,240.082174,280.3157567,249.1823507,NA,398.9957041,NA,254.8771637,177.5205883,219.2167755,NA,339.7394502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,P38915,NA,83.98705178,NA,73.75411386,81.21704064,NA,64.16667793,NA,NA,NA,66.52376107,NA,NA,72.42072698,NA,64.29957733,92.07643352,NA,NA,96.00269321,NA,93.41321204,NA,NA,81.61355609,NA,NA,66.56451382,77.44017692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,P38922,432.1431877,410.4630859,503.4885433,453.1006002,457.7393542,273.1979995,364.2185346,346.4602144,398.8680835,392.6072606,380.5580202,435.887109,379.732658,374.7584203,569.7299651,351.721844,492.4097903,331.4537595,545.2050008,533.6265313,493.3143636,543.195546,478.8511485,656.1600906,416.8344299,474.5783341,509.8338301,543.4518212,609.3802518,808.5074251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,P38932,11.19088995,18.18736216,24.98163991,22.75849641,NA,NA,16.2175275,NA,NA,14.91783675,NA,NA,16.54942538,19.78334736,NA,17.75038351,14.02336382,NA,33.26216746,16.52755016,11.35036969,14.2739962,15.87090549,NA,14.75448688,15.30825116,14.49859576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,P38934,1642.045881,1620.406857,1700.057466,1463.777077,1403.624173,1513.99831,1904.210995,1931.292501,1850.711596,1885.777105,1758.871907,2344.002467,1945.526742,2107.740744,2343.927055,1251.80606,1247.732706,1418.656658,1569.088069,1295.432302,1138.805982,1175.082463,1206.410212,1455.065162,1487.810666,1725.708834,1576.097624,1601.404844,1745.785313,1613.141423,2218.13981,2258.083168,2173.006399,2306.171537,2008.510128,1963.368702,2066.765272,1941.640731,2115.002915,1980.503015,2316.920176,1446.678408
1030,P38958,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,P38959,56.71394075,NA,NA,NA,NA,28.14344139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.39299593,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.19354056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,P38962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,P38966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,P38968,1853.506687,1877.612528,1844.871027,1852.312923,1809.499061,1904.840429,1788.035646,1846.835115,2017.878781,1815.541145,1893.585979,2197.368401,1749.032804,1796.67776,2198.03131,1733.854467,2882.075812,1644.422431,1954.998297,2989.286509,2067.035761,2284.741288,2151.641265,3049.083915,1707.603237,1974.923466,2030.92832,2052.709656,2379.764715,2158.09946,2676.751617,2697.780551,2630.463163,2983.469325,2810.846229,2590.380564,2816.419967,2716.5268,2663.356722,2808.642624,2795.395544,2151.04422
1035,P38970,44.12624392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.2483656,NA,30.11855884,132.7115638,94.29388868,NA,29.04905631,15.83654622,NA,NA,NA,NA,35.88685125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,P38972,6389.9582,7052.907688,7142.469664,6224.764664,7285.987675,6420.590178,6118.717945,6601.839111,7844.28047,6211.53328,6589.658721,7169.631584,6687.683416,6432.024316,7383.981054,6826.803025,6929.89937,6899.333503,7466.045297,6714.434709,6731.589195,7715.681078,7422.172002,7263.760996,7911.077272,8998.693987,6342.050848,5448.251648,7239.875387,7540.21363,3970.459411,4049.335555,3972.225944,4966.608273,4620.148536,4718.5036,5022.883795,4546.460305,4816.351814,4705.918801,4477.509594,3419.369985
